,Credit_Limit,Customer_Age
345,34516.0,49
346,2609.0,58
347,7567.0,52
348,22770.0,41
349,3791.0,62
350,2702.0,54
351,2555.0,40
352,2355.0,43
353,5332.0,53
354,1443.0,55
355,10741.0,46
356,7984.0,41
357,18584.0,49
358,5585.0,61
359,34516.0,46
360,1438.3,50
361,2478.0,40
362,34516.0,51
363,2339.0,50
364,2726.0,47
365,14881.0,43
366,1628.0,36
367,3156.0,47
368,4745.0,46
369,19727.0,46
370,22720.0,52
371,8129.0,43
372,3751.0,40
373,1594.0,54
374,2569.0,55
375,18206.0,49
376,3104.0,45
377,2406.0,49
378,24571.0,63
379,15534.0,40
380,12301.0,41
381,2846.0,37
382,9788.0,58
383,7231.0,55
384,2324.0,53
385,12208.0,57
386,5639.0,43
387,10021.0,58
388,2215.0,64
389,2027.0,54
390,6363.0,53
391,3920.0,39
392,9226.0,56
393,9376.0,54
394,1944.0,59
395,9599.0,42
396,28202.0,42
397,24850.0,43
398,3805.0,55
399,2733.0,52
400,12781.0,46
401,3106.0,57
402,7477.0,48
403,34516.0,45
404,29963.0,48
405,6509.0,47
406,13450.0,42
407,27000.0,41
408,34516.0,51
409,6347.0,55
410,3106.0,67
411,2536.0,39
412,13048.0,54
413,2453.0,55
414,16138.0,47
415,8077.0,49
416,1929.0,42
417,3127.0,57
418,8645.0,44
419,1438.3,56
420,2185.0,49
421,24487.0,45
422,2567.0,63
423,4131.0,44
424,10790.0,44
425,6884.0,40
426,13961.0,39
427,29801.0,42
428,13219.0,54
429,2536.0,58
430,9478.0,46
431,3502.0,47
432,10509.0,67
433,1491.0,50
434,9734.0,55
435,2305.0,46
436,14241.0,47
437,4789.0,36
438,23138.0,40
439,23008.0,57
440,3131.0,48
441,5798.0,58
442,6880.0,48
443,34516.0,48
444,2075.0,53
445,4589.0,50
446,2317.0,52
447,1981.0,53
448,6038.0,56
449,14910.0,44
450,29659.0,49
451,4320.0,54
452,11213.0,39
453,26181.0,39
454,5773.0,41
455,4503.0,53
456,29770.0,47
457,5014.0,46
458,3445.0,53
459,23412.0,60
460,3044.0,59
461,14596.0,38
462,3864.0,56
463,17030.0,35
464,23090.0,50
465,29205.0,53
466,14035.0,63
467,2962.0,43
468,18578.0,46
469,2201.0,61
470,2061.0,37
471,24602.0,42
472,15911.0,41
473,16867.0,56
474,2783.0,56
475,2972.0,52
476,5124.0,40
477,2880.0,63
478,5579.0,58
479,12010.0,58
480,34516.0,46
481,4394.0,37
482,18325.0,46
483,3773.0,46
484,21684.0,41
485,1919.0,48
486,9995.0,49
487,11910.0,44
488,2279.0,39
489,3539.0,57
490,30579.0,48
491,24480.0,47
492,17561.0,56
493,1638.0,54
494,2947.0,54
495,5738.0,52
496,33304.0,43
497,7251.0,59
498,2885.0,44
499,2641.0,56
500,2801.0,45
501,16794.0,55
502,9336.0,48
503,2763.0,56
504,17391.0,41
505,3198.0,65
506,5100.0,34
507,3955.0,56
508,3140.0,62
509,4028.0,45
510,2264.0,38
511,21620.0,49
512,6385.0,58
513,2375.0,41
514,1963.0,33
515,4256.0,47
516,5097.0,56
517,3228.0,51
518,20231.0,49
519,27512.0,50
520,1929.0,55
521,2585.0,26
522,12151.0,58
523,34516.0,46
524,34516.0,48
525,5504.0,42
526,10021.0,37
527,3558.0,63
528,19853.0,50
529,4969.0,41
530,3117.0,48
531,21526.0,46
532,5504.0,61
533,5512.0,59
534,1438.3,53
535,7262.0,39
536,7319.0,51
537,1438.3,45
538,7712.0,48
539,2053.0,47
540,12804.0,41
541,26443.0,48
542,3125.0,50
543,4930.0,56
544,9476.0,39
545,11722.0,47
546,13301.0,44
547,1438.3,61
548,1438.3,43
549,6705.0,59
550,22718.0,42
551,23981.0,40
552,2318.0,65
553,19324.0,48
554,5331.0,44
555,15700.0,36
556,17625.0,45
557,17438.0,39
558,1962.0,40
559,8077.0,62
560,3290.0,26
561,2402.0,60
562,9256.0,54
563,3674.0,62
564,6462.0,57
565,1638.0,59
566,4335.0,46
567,3233.0,44
568,11862.0,48
569,34516.0,43
570,19802.0,57
571,24869.0,46
572,3624.0,40
573,6175.0,54
574,10953.0,57
575,11338.0,44
576,5544.0,47
577,19665.0,47
578,2927.0,50
579,5146.0,53
580,1704.0,56
581,1438.3,55
582,2974.0,53
583,5472.0,61
584,2736.0,57
585,1438.3,50
586,5406.0,56
587,34516.0,52
588,1976.0,60
589,8714.0,49
590,8693.0,46
591,9247.0,42
592,7717.0,45
593,4908.0,45
594,7222.0,44
595,21740.0,61
596,2323.0,55
597,7788.0,44
598,1438.3,55
599,23700.0,57
600,11710.0,45
601,2278.0,57
602,4048.0,31
603,3663.0,34
604,1438.3,53
605,3518.0,35
606,1717.0,44
607,16813.0,50
608,16434.0,33
609,21872.0,50
610,15897.0,51
611,4271.0,56
612,7361.0,55
613,1438.3,26
614,8628.0,42
615,18750.0,54
616,21242.0,44
617,2961.0,65
618,11327.0,38
619,8308.0,58
620,3249.0,39
621,2981.0,52
622,8829.0,45
623,3714.0,42
624,7340.0,42
625,16952.0,57
626,20865.0,55
627,3083.0,44
628,10584.0,37
629,2240.0,50
630,12240.0,51
631,5120.0,37
632,3124.0,36
633,11261.0,51
634,2468.0,65
635,22157.0,43
636,11477.0,46
637,3933.0,43
638,8022.0,56
639,13771.0,43
640,30271.0,53
641,3244.0,50
642,2936.0,43
643,1438.3,54
644,6242.0,33
645,6175.0,58
646,11806.0,41
647,4734.0,48
648,6244.0,55
649,1438.3,54
650,34516.0,51
651,23561.0,35
652,24742.0,50
653,27560.0,55
654,5923.0,45
655,8581.0,34
656,3156.0,55
657,7151.0,48
658,1535.0,46
659,2122.0,61
660,17131.0,48
661,5822.0,51
662,3537.0,39
663,34516.0,43
664,16320.0,53
665,2407.0,38
666,3538.0,49
667,2684.0,37
668,34516.0,53
669,15459.0,46
670,4307.0,44
671,2081.0,50
672,2848.0,58
673,34516.0,55
674,6361.0,44
675,15428.0,57
676,2544.0,57
677,9959.0,48
678,8796.0,51
679,3428.0,53
680,1438.3,45
681,18001.0,41
682,2680.0,51
683,4675.0,46
684,2448.0,40
685,4049.0,33
686,8154.0,53
687,4559.0,63
688,19354.0,61
689,2340.0,56
690,13848.0,53
691,2490.0,62
692,32156.0,50
693,2578.0,37
694,9050.0,62
695,34516.0,49
696,8362.0,57
697,6514.0,55
698,4051.0,50
699,11959.0,48
700,2070.0,60
701,11840.0,46
702,3636.0,47
703,11067.0,54
704,11262.0,53
705,5108.0,56
706,2072.0,56
707,4119.0,41
708,5903.0,60
709,7860.0,40
710,5918.0,49
711,6741.0,46
712,3880.0,36
713,2494.0,57
714,22149.0,38
715,34516.0,50
716,5450.0,62
717,1438.3,43
718,2003.0,44
719,7723.0,39
720,18226.0,38
721,8128.0,44
722,5851.0,43
723,10260.0,54
724,26945.0,38
725,2243.0,55
726,34516.0,42
727,12248.0,56
728,1438.3,59
729,19843.0,46
730,2163.0,55
731,33864.0,52
732,4531.0,39
733,2950.0,42
734,7706.0,43
735,25657.0,47
736,17536.0,42
737,3770.0,39
738,10344.0,50
739,26437.0,57
740,2450.0,41
741,3136.0,52
742,6976.0,43
743,21134.0,42
744,2019.0,58
745,34516.0,42
746,9959.0,55
747,20241.0,38
748,2421.0,40
749,30948.0,48
750,2642.0,32
751,8070.0,33
752,4085.0,58
753,2187.0,26
754,34516.0,46
755,3358.0,39
756,1888.0,36
757,14447.0,43
758,32349.0,45
759,12605.0,51
760,2964.0,62
761,3785.0,58
762,2727.0,42
763,3343.0,49
764,9786.0,53
765,6407.0,45
766,4158.0,29
767,21697.0,60
768,31383.0,50
769,30883.0,53
770,12918.0,45
771,8520.0,50
772,14310.0,46
773,14434.0,61
774,7793.0,46
775,8990.0,62
776,4343.0,43
777,2872.0,54
778,9697.0,50
779,2967.0,35
780,2148.0,35
781,6116.0,36
782,18085.0,42
783,2524.0,39
784,33951.0,50
785,3312.0,43
786,9956.0,39
787,3888.0,47
788,30655.0,60
789,2997.0,30
790,11042.0,44
791,3386.0,52
792,15987.0,45
793,25188.0,40
794,2410.0,36
795,4315.0,65
796,2592.0,35
797,5476.0,54
798,2464.0,53
799,2378.0,62
800,20056.0,40
801,8013.0,41
802,3386.0,53
803,7906.0,30
804,11501.0,46
805,13632.0,29
806,2229.0,37
807,5158.0,51
808,2158.0,31
809,23271.0,45
810,10244.0,57
811,2588.0,43
812,10747.0,44
813,7474.0,53
814,3555.0,32
815,22140.0,53
816,9457.0,54
817,6218.0,42
818,2580.0,38
819,1438.3,44
820,6224.0,54
821,3093.0,37
822,4076.0,48
823,4861.0,55
824,9851.0,43
825,7349.0,37
826,2853.0,34
827,17023.0,46
828,10060.0,32
829,1595.0,53
830,8475.0,46
831,5559.0,38
832,2917.0,31
833,6692.0,38
834,8551.0,46
835,10569.0,47
836,7051.0,47
837,10117.0,56
838,8311.0,47
839,26442.0,47
840,4920.0,64
841,1438.3,37
842,26750.0,42
843,34516.0,41
844,1438.3,65
845,1869.0,49
846,14539.0,54
847,26977.0,46
848,5426.0,50
849,7623.0,50
850,4844.0,48
851,2683.0,62
852,3214.0,39
853,5374.0,46
854,8004.0,41
855,1438.3,39
856,2925.0,46
857,9235.0,39
858,8837.0,44
859,8801.0,57
860,3563.0,40
861,8138.0,65
862,1438.3,26
863,2458.0,47
864,4592.0,47
865,1438.3,57
866,1868.0,31
867,5269.0,54
868,20156.0,43
869,7410.0,39
870,12163.0,53
871,6224.0,44
872,4250.0,59
873,12059.0,53
874,2799.0,34
875,18037.0,47
876,5657.0,54
877,13770.0,42
878,4646.0,53
879,2514.0,50
880,14501.0,56
881,8663.0,43
882,2333.0,44
883,3038.0,34
884,8851.0,61
885,2945.0,54
886,5267.0,49
887,8512.0,56
888,19063.0,47
889,5376.0,53
890,7772.0,30
891,9173.0,39
892,34516.0,44
893,11975.0,54
894,15405.0,46
895,2615.0,43
896,23991.0,35
897,1888.0,39
898,3102.0,61
899,3170.0,40
900,34516.0,53
901,14938.0,55
902,17298.0,41
903,3131.0,35
904,11915.0,61
905,16868.0,51
906,3266.0,42
907,2770.0,46
908,3556.0,46
909,9149.0,46
910,1438.3,26
911,14701.0,46
912,14825.0,62
913,10127.0,55
914,2929.0,55
915,3735.0,32
916,2930.0,37
917,12716.0,33
918,22120.0,42
919,1438.3,33
920,4546.0,60
921,1759.0,65
922,4829.0,57
923,7692.0,59
924,2156.0,45
925,9521.0,62
926,26714.0,51
927,2092.0,57
928,11594.0,38
929,2834.0,32
930,4724.0,43
931,3049.0,51
932,20614.0,50
933,3250.0,64
934,3128.0,53
935,6414.0,42
936,2506.0,53
937,7469.0,52
938,3460.0,60
939,9959.0,30
940,4175.0,43
941,10264.0,60
942,4129.0,46
943,2658.0,65
944,4589.0,44
945,2781.0,56
946,24880.0,45
947,8504.0,37
948,8091.0,48
949,3417.0,37
950,9204.0,39
951,14302.0,41
952,3187.0,55
953,6313.0,34
954,15904.0,52
955,11696.0,54
956,20371.0,40
957,34516.0,52
958,7552.0,45
959,5561.0,61
960,1441.0,57
961,19715.0,51
962,2486.0,60
963,4570.0,48
964,3870.0,34
965,12938.0,49
966,21178.0,53
967,12182.0,34
968,3583.0,54
969,17018.0,40
970,16031.0,49
971,4203.0,41
972,4213.0,46
973,21548.0,46
974,18513.0,30
975,2483.0,59
976,3460.0,50
977,6511.0,49
978,1438.3,45
979,2615.0,53
980,2985.0,42
981,18797.0,46
982,2859.0,33
983,2888.0,46
984,9172.0,61
985,14281.0,42
986,7353.0,47
987,5145.0,47
988,4753.0,53
989,2171.0,46
990,4150.0,26
991,9106.0,45
992,2686.0,36
993,10239.0,42
994,34516.0,52
995,15017.0,37
996,4426.0,53
997,2155.0,65
998,20620.0,47
999,3238.0,38
1000,14316.0,52
1001,2607.0,36
1002,6231.0,43
1003,3730.0,38
1004,3094.0,65
1005,6630.0,51
1006,1925.0,40
1007,33406.0,39
1008,2917.0,39
1009,9452.0,60
1010,2162.0,43
1011,1438.3,31
1012,34516.0,55
1013,2888.0,65
1014,3947.0,54
1015,15970.0,40
1016,1830.0,38
1017,7712.0,36
1018,20811.0,43
1019,11789.0,41
1020,3073.0,50
1021,34516.0,48
1022,34516.0,39
1023,6725.0,55
1024,2978.0,44
1025,34516.0,42
1026,34516.0,54
1027,24545.0,57
1028,1438.3,53
1029,2490.0,41
1030,10074.0,39
1031,2259.0,45
1032,34516.0,46
1033,9519.0,54
1034,3706.0,40
1035,4438.0,48
1036,1438.3,56
1037,2372.0,33
1038,4214.0,44
1039,1438.3,62
1040,2613.0,33
1041,4331.0,36
1042,3665.0,46
1043,1438.3,61
1044,4411.0,41
1045,15871.0,42
1046,12643.0,35
1047,6088.0,65
1048,13873.0,36
1049,6158.0,42
1050,5638.0,51
1051,2178.0,54
1052,12588.0,40
1053,11942.0,40
1054,3914.0,57
1055,3038.0,57
1056,5579.0,53
1057,18693.0,40
1058,2943.0,28
1059,2435.0,38
1060,2077.0,37
1061,5756.0,65
1062,21065.0,58
1063,9428.0,41
1064,6065.0,54
1065,5024.0,39
1066,2174.0,26
1067,3398.0,60
1068,4319.0,35
1069,3673.0,46
1070,1815.0,47
1071,2495.0,53
1072,34516.0,55
1073,3368.0,50
1074,7225.0,38
1075,5202.0,39
1076,1923.0,39
1077,6929.0,39
1078,4364.0,49
1079,2400.0,45
1080,25878.0,55
1081,11876.0,44
1082,4568.0,49
1083,4740.0,41
1084,4949.0,49
1085,11189.0,45
1086,34516.0,44
1087,6099.0,65
1088,3575.0,35
1089,3184.0,26
1090,13363.0,38
1091,2163.0,65
1092,3452.0,58
1093,4466.0,47
1094,3030.0,33
1095,2112.0,54
1096,7583.0,35
1097,11760.0,47
1098,2259.0,35
1099,19762.0,48
1100,2803.0,36
1101,25666.0,44
1102,9297.0,44
1103,2999.0,36
1104,4234.0,64
1105,15987.0,34
1106,16435.0,49
1107,5335.0,37
1108,3506.0,65
1109,3610.0,53
1110,3172.0,32
1111,8206.0,44
1112,2416.0,65
1113,2458.0,60
1114,1677.0,27
1115,11819.0,52
1116,34516.0,42
1117,1459.0,29
1118,1458.0,29
1119,1438.3,38
1120,7758.0,36
1121,10836.0,40
1122,5062.0,47
1123,3399.0,36
1124,2212.0,26
1125,3186.0,43
1126,5927.0,52
1127,5176.0,49
1128,3126.0,50
1129,4670.0,34
1130,2162.0,53
1131,10155.0,49
1132,15242.0,53
1133,34516.0,48
1134,1438.3,32
1135,34516.0,38
1136,16043.0,43
1137,3181.0,51
1138,27088.0,58
1139,5688.0,59
1140,10462.0,51
1141,5249.0,62
1142,5155.0,38
1143,10705.0,33
1144,16494.0,54
1145,6469.0,37
1146,5146.0,30
1147,2800.0,61
1148,5159.0,49
1149,5248.0,56
1150,5881.0,51
1151,1467.0,44
1152,4999.0,64
1153,4668.0,46
1154,1438.3,39
1155,8638.0,38
1156,9343.0,53
1157,2256.0,35
1158,8267.0,26
1159,2235.0,32
1160,3735.0,36
1161,2111.0,48
1162,10604.0,55
1163,21782.0,52
1164,2133.0,52
1165,16677.0,58
1166,2717.0,38
1167,3980.0,60
1168,8411.0,55
1169,2227.0,43
1170,34516.0,35
1171,1860.0,38
1172,2829.0,48
1173,3764.0,38
1174,4559.0,43
1175,4701.0,36
1176,1631.0,34
1177,8096.0,39
1178,2304.0,43
1179,5210.0,48
1180,5452.0,44
1181,7475.0,38
1182,2359.0,62
1183,4237.0,30
1184,18582.0,39
1185,7202.0,53
1186,1438.3,64
1187,11221.0,51
1188,18889.0,32
1189,2066.0,52
1190,34516.0,43
1191,2742.0,40
1192,20050.0,54
1193,3046.0,34
1194,6193.0,33
1195,5634.0,36
1196,4507.0,65
1197,3040.0,43
1198,21006.0,53
1199,7326.0,48
1200,3651.0,39
1201,3416.0,57
1202,3664.0,51
1203,6085.0,48
1204,22332.0,51
1205,2063.0,26
1206,4429.0,38
1207,3991.0,35
1208,2201.0,46
1209,2852.0,48
1210,9723.0,49
1211,5325.0,35
1212,7427.0,65
1213,5619.0,53
1214,5413.0,54
1215,7646.0,64
1216,2420.0,39
1217,4252.0,50
1218,2031.0,54
1219,6861.0,38
1220,3327.0,39
1221,2885.0,53
1222,7272.0,53
1223,34516.0,32
1224,2515.0,57
1225,2798.0,65
1226,34516.0,57
1227,1438.3,65
1228,12609.0,65
1229,19159.0,55
1230,9642.0,54
1231,8396.0,44
1232,6978.0,58
1233,2459.0,53
1234,12956.0,33
1235,7128.0,47
1236,18749.0,51
1237,2193.0,38
1238,4522.0,57
1239,2157.0,36
1240,11927.0,35
1241,11341.0,55
1242,7345.0,57
1243,6036.0,56
1244,2096.0,38
1245,1906.0,54
1246,5039.0,48
1247,6214.0,53
1248,1512.0,30
1249,34516.0,47
1250,3346.0,60
1251,34516.0,54
1252,6660.0,37
1253,2234.0,32
1254,9671.0,44
1255,6605.0,53
1256,3083.0,43
1257,5456.0,49
1258,4394.0,38
1259,4088.0,56
1260,3930.0,26
1261,4188.0,58
1262,3637.0,33
1263,11521.0,35
1264,2253.0,37
1265,2339.0,27
1266,30503.0,43
1267,4596.0,49
1268,5701.0,49
1269,3221.0,39
1270,3022.0,41
1271,2699.0,32
1272,2210.0,58
1273,1438.3,56
1274,2041.0,37
1275,3250.0,39
1276,1643.0,26
1277,34516.0,31
1278,29543.0,46
1279,3158.0,36
1280,2899.0,39
1281,2972.0,53
1282,5645.0,38
1283,2463.0,37
1284,1438.3,47
1285,34516.0,56
1286,2897.0,55
1287,5391.0,31
1288,2870.0,62
1289,23959.0,34
1290,14918.0,33
1291,3590.0,38
1292,2297.0,65
1293,25058.0,57
1294,7418.0,58
1295,3012.0,60
1296,4562.0,39
1297,10723.0,39
1298,1578.0,39
1299,2094.0,60
1300,4138.0,37
1301,5417.0,41
1302,34516.0,56
1303,9592.0,60
1304,8881.0,56
1305,1438.3,62
1306,3893.0,41
1307,3242.0,44
1308,6035.0,59
1309,17642.0,55
1310,4327.0,26
1311,34516.0,40
1312,4852.0,44
1313,7147.0,37
1314,10320.0,37
1315,3297.0,65
1316,9981.0,46
1317,3329.0,53
1318,5991.0,56
1319,3235.0,48
1320,6259.0,34
1321,2541.0,65
1322,21351.0,55
1323,8998.0,32
1324,10247.0,58
1325,20311.0,54
1326,33182.0,52
1327,1686.0,36
1328,4742.0,56
1329,1726.0,33
1330,8420.0,61
1331,3352.0,61
1332,6648.0,43
1333,2335.0,48
1334,12397.0,36
1335,1438.3,34
1336,2240.0,53
1337,5330.0,43
1338,1795.0,61
1339,5741.0,55
1340,2002.0,51
1341,25662.0,38
1342,22103.0,52
1343,1438.3,36
1344,12355.0,45
1345,2000.0,34
1346,8713.0,27
1347,9165.0,49
1348,11583.0,43
1349,1438.3,52
1350,8149.0,31
1351,3616.0,40
1352,8434.0,39
1353,9791.0,45
1354,8444.0,37
1355,2228.0,49
1356,12211.0,56
1357,1438.3,62
1358,1586.0,37
1359,2247.0,42
1360,2789.0,36
1361,4241.0,59
1362,8398.0,40
1363,4112.0,43
1364,15578.0,29
1365,4008.0,42
1366,12766.0,63
1367,3438.0,36
1368,16692.0,53
1369,4066.0,36
1370,13080.0,36
1371,1934.0,26
1372,3230.0,45
1373,3615.0,55
1374,1801.0,61
1375,2665.0,26
1376,28822.0,40
1377,14632.0,38
1378,6715.0,32
1379,6658.0,53
1380,3360.0,52
1381,14853.0,29
1382,4800.0,38
1383,4610.0,27
1384,1438.3,46
1385,8377.0,57
1386,4147.0,42
1387,2644.0,62
1388,13355.0,37
1389,3251.0,57
1390,2100.0,35
1391,3566.0,55
1392,14915.0,56
1393,13003.0,39
1394,2492.0,64
1395,1758.0,37
1396,5510.0,34
1397,17196.0,46
1398,5877.0,65
1399,7667.0,36
1400,2939.0,35
1401,5898.0,49
1402,19995.0,46
1403,2773.0,26
1404,3323.0,52
1405,16049.0,38
1406,3601.0,37
1407,2307.0,33
1408,3742.0,59
1409,2937.0,34
1410,3209.0,39
1411,12554.0,59
1412,4702.0,50
1413,5645.0,26
1414,14308.0,32
1415,4882.0,51
1416,33405.0,41
1417,2700.0,39
1418,2934.0,49
1419,1548.0,30
1420,5525.0,40
1421,5750.0,36
1422,27157.0,56
1423,12830.0,37
1424,5530.0,51
1425,2684.0,36
1426,2437.0,62
1427,3827.0,31
1428,34516.0,42
1429,5940.0,38
1430,13162.0,45
1431,1963.0,50
1432,18713.0,58
1433,3023.0,35
1434,6103.0,58
1435,10607.0,42
1436,2917.0,32
1437,34516.0,35
1438,25197.0,51
1439,2743.0,63
1440,4111.0,42
1441,3667.0,36
1442,3178.0,42
1443,5674.0,37
1444,11444.0,38
1445,1438.3,29
1446,6387.0,54
1447,5657.0,33
1448,11827.0,63
1449,2608.0,49
1450,3203.0,44
1451,34516.0,33
1452,2472.0,57
1453,2147.0,52
1454,3416.0,52
1455,8058.0,39
1456,3410.0,50
1457,19044.0,43
1458,1606.0,36
1459,24336.0,55
1460,5030.0,30
1461,24577.0,36
1462,3517.0,26
1463,7400.0,48
1464,2956.0,53
1465,3578.0,42
1466,12778.0,53
1467,1942.0,58
1468,29961.0,32
1469,33791.0,48
1470,17657.0,48
1471,2821.0,54
1472,1479.0,59
1473,1438.3,35
1474,6859.0,37
1475,3404.0,36
1476,2158.0,26
1477,1890.0,35
1478,18386.0,40
1479,3602.0,55
1480,3766.0,39
1481,5634.0,39
1482,3126.0,46
1483,3017.0,49
1484,5478.0,32
1485,13046.0,35
1486,8687.0,39
1487,6174.0,53
1488,5655.0,26
1489,5397.0,32
1490,28465.0,54
1491,3444.0,36
1492,2104.0,45
1493,15610.0,49
1494,34516.0,44
1495,16912.0,32
